 Date  ,Year,Month,State,City,Metro City,Age Group,Education_Level,Family Background,Labour Force,Employed People,Unemployed People,Male Unemployed,Female Unemployed,Unemployement Rate ,Urban Unemployement ,Rural Unemployement ,Youth Unemployement 
2023-01,2023,Jan,Rajasthan,Hyderabad,Yes,18-24,Postgraduate,Lower Middle,9147171,8452436,694735,476120,218615,7.60,7.46,6.57,12.31
2023-02,2023,Feb,Rajasthan,Delhi,Yes,25-34,Primary School,Rich,9074708,8291166,783542,450015,333527,8.63,8.73,8.99,11.12
2023-03,2023,Mar,Rajasthan,Mumbai,Yes,25-34,No Formal Education,Rich,8642844,8075599,567245,364741,202504,6.56,5.61,6.91,11.81
2023-04,2023,Apr,Rajasthan,Delhi,Yes,35-44,Undergraduate,Upper Middle,8712939,8152433,560506,370454,190052,6.43,7.70,4.58,12.27
2023-05,2023,May,Rajasthan,Non-Metro,No,18-24,Undergraduate,Upper Middle,9380405,8698321,682084,376364,305720,7.27,7.73,5.53,12.64
2023-06,2023,Jun,Rajasthan,Non-Metro,No,25-34,Primary School,Rich,9214309,8704057,510252,352862,157390,5.54,5.65,4.38,8.63
2023-07,2023,Jul,Rajasthan,Pune,Yes,25-34,Secondary School,Upper Middle,8746681,8225533,521148,336178,184970,5.96,6.56,6.71,10.70
2023-08,2023,Aug,Rajasthan,Chennai,Yes,55-60,No Formal Education,Rich,9238124,8770764,467360,315541,151819,5.06,4.85,5.56,8.37
2023-09,2023,Sep,Rajasthan,Mumbai,Yes,25-34,Postgraduate,Poor,8771668,8033707,737961,449007,288954,8.41,10.16,8.74,11.33
2023-10,2023,Oct,Rajasthan,Bangalore,Yes,45-54,Higher Secondary,Lower Middle,8589204,7991245,597959,363299,234660,6.96,7.95,5.09,12.31
2023-11,2023,Nov,Rajasthan,Kolkata,Yes,18-24,Undergraduate,Lower Middle,9169155,8604501,564654,346930,217724,6.16,5.46,5.64,10.94
2023-12,2023,Dec,Rajasthan,Ahmedabad,Yes,35-44,Postgraduate,Poor,8811347,8469541,341806,203205,138601,3.88,4.79,3.06,7.07
2024-01,2024,Jan,Rajasthan,Bangalore,Yes,35-44,Postgraduate,Lower Middle,9070374,8255265,815109,452111,362998,8.99,10.00,7.04,12.99
2024-02,2024,Feb,Rajasthan,Non-Metro,No,55-60,Undergraduate,Lower Middle,9097351,8375437,721914,434233,287681,7.94,8.36,6.99,11.38
2024-03,2024,Mar,Rajasthan,Ahmedabad,Yes,55-60,No Formal Education,Poor,9214185,8536812,677373,463699,213674,7.35,7.48,8.04,10.45
2024-04,2024,Apr,Rajasthan,Non-Metro,No,45-54,Higher Secondary,Upper Middle,8813089,7993318,819771,488086,331685,9.30,9.27,9.21,14.83
2024-05,2024,May,Rajasthan,Pune,Yes,35-44,Undergraduate,Poor,9254938,8311148,943790,613136,330654,10.20,10.04,10.01,15.46
2024-06,2024,Jun,Rajasthan,Kolkata,Yes,45-54,Postgraduate,Poor,9253395,8568098,685297,403895,281402,7.41,9.05,6.01,13.20
2024-07,2024,Jul,Rajasthan,Bangalore,Yes,25-34,Undergraduate,Upper Middle,9204493,8695992,508501,324500,184001,5.52,7.08,4.29,8.75
2024-08,2024,Aug,Rajasthan,Hyderabad,Yes,18-24,Primary School,Rich,9319160,9030343,288817,172227,116590,3.10,2.45,1.22,8.00
2024-09,2024,Sep,Rajasthan,Bangalore,Yes,55-60,Primary School,Upper Middle,8833395,8451663,381732,264063,117669,4.32,6.16,4.66,8.73
2024-10,2024,Oct,Rajasthan,Mumbai,Yes,25-34,No Formal Education,Lower Middle,8977102,8188350,788752,475954,312798,8.79,7.83,8.84,10.86
2024-11,2024,Nov,Rajasthan,Hyderabad,Yes,35-44,No Formal Education,Lower Middle,8700608,7931497,769111,511395,257716,8.84,9.91,9.61,12.20
2024-12,2024,Dec,Rajasthan,Delhi,Yes,35-44,Primary School,Upper Middle,9020327,8135769,884558,547955,336603,9.81,11.04,10.56,15.21
2020-01,2020,Jan,Sikkim,Non-Metro,No,55-60,Undergraduate,Lower Middle,36617954,33411020,3206934,1819338,1387596,8.76,9.93,7.31,14.62
2020-02,2020,Feb,Sikkim,Pune,Yes,35-44,Postgraduate,Lower Middle,36290346,33285518,3004828,1947264,1057564,8.28,9.59,7.57,13.31
2020-03,2020,Mar,Sikkim,Mumbai,Yes,55-60,No Formal Education,Lower Middle,37480959,35858461,1622498,994511,627987,4.33,3.99,4.06,6.59
2020-04,2020,Apr,Sikkim,Chennai,Yes,18-24,Postgraduate,Lower Middle,36400778,34339810,2060968,1175337,885631,5.66,7.31,5.79,11.14
2020-05,2020,May,Sikkim,Non-Metro,No,55-60,No Formal Education,Rich,36204262,34782917,1421345,785694,635651,3.93,3.87,3.72,7.67
2020-06,2020,Jun,Sikkim,Bangalore,Yes,45-54,Primary School,Upper Middle,38403710,36452801,1950909,1177252,773657,5.08,7.05,4.42,9.62
2020-07,2020,Jul,Sikkim,Ahmedabad,Yes,18-24,Primary School,Poor,35796156,33019429,2776727,1714051,1062676,7.76,8.02,8.28,12.12
2020-08,2020,Aug,Sikkim,Pune,Yes,18-24,Higher Secondary,Lower Middle,35512793,33457567,2055226,1309519,745707,5.79,5.15,5.04,8.08
2020-09,2020,Sep,Sikkim,Non-Metro,No,35-44,Primary School,Rich,35928695,33545044,2383651,1641934,741717,6.63,7.23,6.75,9.67
2020-10,2020,Oct,Sikkim,Delhi,Yes,55-60,No Formal Education,Poor,38261032,36250262,2010770,1265806,744964,5.26,6.28,3.28,9.16
2020-11,2020,Nov,Sikkim,Non-Metro,No,18-24,Postgraduate,Rich,38398494,35334926,3063568,1898371,1165197,7.98,8.47,8.77,13.54
2020-12,2020,Dec,Sikkim,Kolkata,Yes,55-60,Primary School,Upper Middle,37689037,35940098,1748939,1039636,709303,4.64,4.97,4.09,9.97
2021-01,2021,Jan,Sikkim,Non-Metro,No,18-24,Undergraduate,Rich,34874594,32568227,2306367,1566636,739731,6.61,8.57,4.92,10.31
2021-02,2021,Feb,Sikkim,Mumbai,Yes,45-54,Higher Secondary,Rich,35935175,32775182,3159993,2167006,992987,8.79,9.68,7.80,13.48
2021-03,2021,Mar,Sikkim,Kolkata,Yes,45-54,Undergraduate,Poor,37952079,36078366,1873713,1047009,826704,4.94,5.24,5.05,7.67
2021-04,2021,Apr,Sikkim,Hyderabad,Yes,55-60,Higher Secondary,Poor,37044391,33956109,3088282,2034918,1053364,8.34,9.15,7.50,12.57
2021-05,2021,May,Sikkim,Non-Metro,No,55-60,Higher Secondary,Poor,36285406,34613342,1672064,1005770,666294,4.61,5.78,4.68,10.48
2021-06,2021,Jun,Sikkim,Non-Metro,No,45-54,Postgraduate,Poor,37736938,34888195,2848743,1625189,1223554,7.55,8.02,5.88,11.38
2021-07,2021,Jul,Sikkim,Non-Metro,No,18-24,Primary School,Poor,38033031,35246981,2786050,1680796,1105254,7.33,7.83,7.19,9.34
2021-08,2021,Aug,Sikkim,Chennai,Yes,45-54,Secondary School,Upper Middle,38221555,37100518,1121037,677350,443687,2.93,4.34,3.33,8.68
2021-09,2021,Sep,Sikkim,Delhi,Yes,18-24,Primary School,Lower Middle,36668332,32929159,3739173,2507502,1231671,10.20,10.21,8.95,14.50
2021-10,2021,Oct,Sikkim,Non-Metro,No,45-54,Postgraduate,Rich,38341417,36225881,2115536,1227032,888504,5.52,6.87,4.57,8.42
2021-11,2021,Nov,Sikkim,Pune,Yes,25-34,No Formal Education,Rich,36813249,33264158,3549091,2347860,1201231,9.64,8.95,7.86,13.49
2021-12,2021,Dec,Sikkim,Bangalore,Yes,35-44,Higher Secondary,Lower Middle,35914826,34361137,1553689,997344,556345,4.33,5.92,4.02,9.17
2022-01,2022,Jan,Sikkim,Bangalore,Yes,25-34,Undergraduate,Rich,37598385,35063268,2535117,1593797,941320,6.74,6.11,7.29,10.40
2022-02,2022,Feb,Sikkim,Hyderabad,Yes,45-54,Secondary School,Poor,35739313,32367778,3371535,2294212,1077323,9.43,9.46,9.22,12.19
2022-03,2022,Mar,Sikkim,Kolkata,Yes,45-54,Secondary School,Lower Middle,36717028,34061233,2655795,1749190,906605,7.23,6.69,7.17,12.90
2022-04,2022,Apr,Sikkim,Non-Metro,No,25-34,Undergraduate,Upper Middle,37300767,34580295,2720472,1827213,893259,7.29,7.82,6.03,10.63
2022-05,2022,May,Sikkim,Hyderabad,Yes,18-24,Undergraduate,Rich,36745700,34115353,2630347,1826039,804308,7.16,8.43,5.96,9.76
2022-06,2022,Jun,Sikkim,Bangalore,Yes,18-24,Secondary School,Upper Middle,37377230,33920350,3456880,2034886,1421994,9.25,10.67,8.38,14.40
2022-07,2022,Jul,Sikkim,Hyderabad,Yes,45-54,Primary School,Poor,34932081,33204079,1728002,1050378,677624,4.95,6.34,4.03,7.82
2022-08,2022,Aug,Sikkim,Delhi,Yes,18-24,No Formal Education,Rich,38213028,35888253,2324775,1385682,939093,6.08,7.46,5.89,10.38
2022-09,2022,Sep,Sikkim,Delhi,Yes,25-34,Secondary School,Lower Middle,36510160,35230854,1279306,789976,489330,3.50,3.46,2.65,7.96
2022-10,2022,Oct,Sikkim,Mumbai,Yes,18-24,Postgraduate,Rich,37094800,34740270,2354530,1465118,889412,6.35,6.65,6.53,9.43
2022-11,2022,Nov,Sikkim,Non-Metro,No,18-24,Primary School,Upper Middle,36286287,33947093,2339194,1292359,1046835,6.45,7.19,4.67,9.15
2022-12,2022,Dec,Sikkim,Mumbai,Yes,25-34,Secondary School,Poor,38069721,35975767,2093954,1342859,751095,5.50,6.94,4.64,9.65
2023-01,2023,Jan,Sikkim,Mumbai,Yes,55-60,No Formal Education,Upper Middle,38294769,34776737,3518032,1975567,1542465,9.19,8.89,9.90,11.33
2023-02,2023,Feb,Sikkim,Mumbai,Yes,35-44,Primary School,Rich,35615112,33896033,1719079,1025319,693760,4.83,4.48,3.32,7.77
2023-03,2023,Mar,Sikkim,Non-Metro,No,45-54,No Formal Education,Poor,38281909,36955868,1326041,821588,504453,3.46,3.45,3.42,6.58
2023-04,2023,Apr,Sikkim,Non-Metro,No,45-54,No Formal Education,Upper Middle,36901030,34303533,2597497,1729472,868025,7.04,7.04,6.43,12.75
2023-05,2023,May,Sikkim,Delhi,Yes,55-60,Higher Secondary,Rich,35200394,32745873,2454521,1477221,977300,6.97,8.96,6.10,11.37
2023-06,2023,Jun,Sikkim,Delhi,Yes,35-44,No Formal Education,Poor,37947242,36130885,1816357,1030999,785358,4.79,4.99,3.01,9.57
2023-07,2023,Jul,Sikkim,Kolkata,Yes,45-54,Primary School,Rich,35253386,33374995,1878391,1276740,601651,5.33,6.04,4.56,8.10
2023-08,2023,Aug,Sikkim,Hyderabad,Yes,35-44,Primary School,Upper Middle,37540023,35735002,1805021,1027162,777859,4.81,4.43,3.73,8.71
2023-09,2023,Sep,Sikkim,Ahmedabad,Yes,55-60,Postgraduate,Upper Middle,37094089,33171583,3922506,2536525,1385981,10.57,10.54,9.89,13.80
2023-10,2023,Oct,Sikkim,Mumbai,Yes,55-60,Postgraduate,Upper Middle,38418713,36062871,2355842,1583379,772463,6.13,5.26,4.86,8.59
2023-11,2023,Nov,Sikkim,Pune,Yes,18-24,No Formal Education,Rich,37509308,34025770,3483538,2028608,1454930,9.29,10.72,9.80,14.93
2023-12,2023,Dec,Sikkim,Hyderabad,Yes,35-44,Undergraduate,Upper Middle,36675689,34030276,2645413,1730473,914940,7.21,6.96,6.51,11.75
2024-01,2024,Jan,Sikkim,Bangalore,Yes,45-54,Undergraduate,Lower Middle,38425523,36319653,2105870,1254889,850981,5.48,5.63,4.14,8.70
2024-02,2024,Feb,Sikkim,Non-Metro,No,55-60,Higher Secondary,Poor,38383376,36241596,2141780,1404281,737499,5.58,6.80,5.56,8.49
2024-03,2024,Mar,Sikkim,Non-Metro,No,35-44,No Formal Education,Rich,37265462,33804353,3461109,2284038,1177071,9.29,10.56,7.49,13.98
2024-04,2024,Apr,Sikkim,Ahmedabad,Yes,55-60,Higher Secondary,Lower Middle,38463660,35966781,2496879,1665490,831389,6.49,5.84,6.67,8.70
2024-05,2024,May,Sikkim,Ahmedabad,Yes,18-24,Undergraduate,Upper Middle,35691086,33513151,2177935,1366288,811647,6.10,7.37,5.03,11.79
2024-06,2024,Jun,Sikkim,Pune,Yes,55-60,Undergraduate,Poor,37216073,34913225,2302848,1417293,885555,6.19,5.58,4.91,9.16
2024-07,2024,Jul,Sikkim,Delhi,Yes,25-34,Postgraduate,Lower Middle,37693289,35230705,2462584,1525006,937578,6.53,8.15,6.44,11.91
2024-08,2024,Aug,Sikkim,Non-Metro,No,18-24,Postgraduate,Upper Middle,35766538,33053496,2713042,1531934,1181108,7.59,8.60,8.53,9.84
2024-09,2024,Sep,Sikkim,Delhi,Yes,55-60,Postgraduate,Rich,38036944,34910887,3126057,2074603,1051454,8.22,9.60,7.04,12.72
2024-10,2024,Oct,Sikkim,Mumbai,Yes,35-44,Higher Secondary,Rich,37843423,35445562,2397861,1573280,824581,6.34,5.40,6.22,10.85
2024-11,2024,Nov,Sikkim,Non-Metro,No,45-54,Secondary School,Poor,36025887,33525095,2500792,1609669,891123,6.94,8.60,5.77,9.50
2024-12,2024,Dec,Sikkim,Chennai,Yes,55-60,Higher Secondary,Upper Middle,35248570,32682954,2565616,1680474,885142,7.28,6.64,7.83,13.11
2020-01,2020,Jan,Tamil Nadu,Kolkata,Yes,18-24,No Formal Education,Poor,25911889,23822460,2089429,1360638,728791,8.06,7.79,7.45,11.99
2020-02,2020,Feb,Tamil Nadu,Non-Metro,No,35-44,Primary School,Poor,26337964,25432049,905915,609392,296523,3.44,4.48,2.69,8.25
2020-03,2020,Mar,Tamil Nadu,Bangalore,Yes,35-44,Higher Secondary,Poor,26121111,23888127,2232984,1372129,860855,8.55,10.31,9.29,14.51
2020-04,2020,Apr,Tamil Nadu,Pune,Yes,25-34,Postgraduate,Poor,27158270,24872122,2286148,1599543,686605,8.42,9.48,7.37,11.13
2020-05,2020,May,Tamil Nadu,Ahmedabad,Yes,25-34,Secondary School,Poor,26049286,24077843,1971443,1179966,791477,7.57,8.26,5.80,10.22
2020-06,2020,Jun,Tamil Nadu,Chennai,Yes,25-34,Primary School,Poor,25885950,24320329,1565621,904679,660942,6.05,5.33,5.50,8.41
2020-07,2020,Jul,Tamil Nadu,Pune,Yes,18-24,Secondary School,Poor,27120235,25416921,1703314,1173058,530256,6.28,6.26,4.69,8.91
2020-08,2020,Aug,Tamil Nadu,Kolkata,Yes,55-60,Primary School,Upper Middle,26660417,25067500,1592917,880819,712098,5.97,7.51,6.01,11.79
2020-09,2020,Sep,Tamil Nadu,Pune,Yes,18-24,Higher Secondary,Upper Middle,27403713,25009288,2394425,1621201,773224,8.74,9.38,8.10,14.25
2020-10,2020,Oct,Tamil Nadu,Non-Metro,No,18-24,No Formal Education,Lower Middle,25131948,23361099,1770849,1042429,728420,7.05,7.01,6.21,11.54
2020-11,2020,Nov,Tamil Nadu,Bangalore,Yes,18-24,Higher Secondary,Poor,26041697,24159156,1882541,1294347,588194,7.23,6.68,5.54,11.52
2020-12,2020,Dec,Tamil Nadu,Pune,Yes,35-44,Undergraduate,Poor,25921206,24162986,1758220,1080188,678032,6.78,8.11,7.62,9.18
2021-01,2021,Jan,Tamil Nadu,Pune,Yes,35-44,Undergraduate,Poor,25699807,23706076,1993731,1292228,701503,7.76,9.08,7.34,13.47
2021-02,2021,Feb,Tamil Nadu,Bangalore,Yes,35-44,Undergraduate,Upper Middle,25992505,24259557,1732948,1179222,553726,6.67,8.45,7.13,9.57
2021-03,2021,Mar,Tamil Nadu,Non-Metro,No,25-34,Postgraduate,Lower Middle,25407635,23818593,1589042,936957,652085,6.25,6.45,5.98,11.67
2021-04,2021,Apr,Tamil Nadu,Kolkata,Yes,45-54,Primary School,Rich,27420547,25177628,2242919,1381467,861452,8.18,8.31,8.27,11.19
2021-05,2021,May,Tamil Nadu,Pune,Yes,25-34,Primary School,Rich,26928486,25080579,1847907,1224915,622992,6.86,6.94,7.40,10.68
2021-06,2021,Jun,Tamil Nadu,Chennai,Yes,18-24,Secondary School,Poor,26771828,24977961,1793867,1012333,781534,6.70,6.40,5.03,11.26
2021-07,2021,Jul,Tamil Nadu,Non-Metro,No,45-54,No Formal Education,Rich,26772264,24392674,2379590,1490721,888869,8.89,8.26,8.58,14.70
2021-08,2021,Aug,Tamil Nadu,Non-Metro,No,35-44,Secondary School,Poor,26946055,25030279,1915776,1219975,695801,7.11,7.39,6.10,13.02
2021-09,2021,Sep,Tamil Nadu,Kolkata,Yes,35-44,No Formal Education,Upper Middle,26084208,24468920,1615288,988979,626309,6.19,7.95,6.36,10.84
2021-10,2021,Oct,Tamil Nadu,Hyderabad,Yes,25-34,No Formal Education,Upper Middle,26025214,23771874,2253340,1466173,787167,8.66,9.32,7.70,11.46
2021-11,2021,Nov,Tamil Nadu,Hyderabad,Yes,35-44,Undergraduate,Lower Middle,25531238,23796481,1734757,1148093,586664,6.79,8.34,6.64,9.54
2021-12,2021,Dec,Tamil Nadu,Chennai,Yes,25-34,Undergraduate,Lower Middle,25333992,23937012,1396980,951280,445700,5.51,5.30,6.45,10.70
2022-01,2022,Jan,Tamil Nadu,Bangalore,Yes,25-34,No Formal Education,Rich,26856885,24536374,2320511,1379687,940824,8.64,7.97,8.81,11.71
2022-02,2022,Feb,Tamil Nadu,Non-Metro,No,35-44,Primary School,Lower Middle,27016911,25378465,1638446,1145832,492614,6.06,7.58,6.70,9.26
2022-03,2022,Mar,Tamil Nadu,Chennai,Yes,35-44,Undergraduate,Upper Middle,25744970,24118485,1626485,1020936,605549,6.32,7.33,5.71,10.77
2022-04,2022,Apr,Tamil Nadu,Ahmedabad,Yes,18-24,Secondary School,Lower Middle,25583535,23629378,1954157,1155153,799004,7.64,7.68,7.93,12.07
2022-05,2022,May,Tamil Nadu,Mumbai,Yes,35-44,Undergraduate,Poor,26624555,24510559,2113996,1218245,895751,7.94,7.02,5.98,10.46
2022-06,2022,Jun,Tamil Nadu,Bangalore,Yes,35-44,No Formal Education,Rich,25528908,23689100,1839808,1130437,709371,7.21,6.25,5.44,10.77
2022-07,2022,Jul,Tamil Nadu,Chennai,Yes,55-60,Postgraduate,Poor,26514596,24856114,1658482,1048302,610180,6.25,6.59,5.09,8.67
2022-08,2022,Aug,Tamil Nadu,Ahmedabad,Yes,18-24,Primary School,Upper Middle,25066833,23836762,1230071,740667,489404,4.91,5.95,3.02,9.33
2022-09,2022,Sep,Tamil Nadu,Kolkata,Yes,55-60,Primary School,Poor,25597648,24303855,1293793,884368,409425,5.05,4.27,5.20,9.87
2022-10,2022,Oct,Tamil Nadu,Pune,Yes,55-60,No Formal Education,Lower Middle,26477582,24644044,1833538,1148783,684755,6.92,6.69,5.08,12.79
2022-11,2022,Nov,Tamil Nadu,Ahmedabad,Yes,18-24,Undergraduate,Poor,27289232,25417686,1871546,1301512,570034,6.86,7.83,7.78,12.35
2022-12,2022,Dec,Tamil Nadu,Kolkata,Yes,45-54,No Formal Education,Upper Middle,27126223,24574851,2551372,1760632,790740,9.41,9.20,9.27,13.49
2023-01,2023,Jan,Tamil Nadu,Non-Metro,No,18-24,Postgraduate,Poor,25204493,23453292,1751201,964466,786735,6.95,6.94,5.45,10.81
2023-02,2023,Feb,Tamil Nadu,Mumbai,Yes,45-54,No Formal Education,Rich,25132615,22802264,2330351,1399180,931171,9.27,9.92,8.09,13.73
2023-03,2023,Mar,Tamil Nadu,Hyderabad,Yes,55-60,No Formal Education,Lower Middle,27405812,25562904,1842908,1226955,615953,6.72,8.70,5.03,8.94
2023-04,2023,Apr,Tamil Nadu,Chennai,Yes,55-60,Postgraduate,Poor,27109960,26011334,1098626,757051,341575,4.05,3.37,2.68,9.93
2023-05,2023,May,Tamil Nadu,Mumbai,Yes,45-54,Higher Secondary,Poor,26901933,24414351,2487582,1567826,919756,9.25,11.19,8.48,14.30
2023-06,2023,Jun,Tamil Nadu,Mumbai,Yes,18-24,Primary School,Lower Middle,25131245,23031784,2099461,1399342,700119,8.35,9.73,8.30,12.63
2023-07,2023,Jul,Tamil Nadu,Hyderabad,Yes,18-24,No Formal Education,Upper Middle,27385199,25287359,2097840,1166678,931162,7.66,9.50,7.60,10.52
2023-08,2023,Aug,Tamil Nadu,Pune,Yes,45-54,Higher Secondary,Rich,26777590,25077206,1700384,1099904,600480,6.35,7.64,5.23,8.68
2023-09,2023,Sep,Tamil Nadu,Non-Metro,No,25-34,Secondary School,Rich,25944299,24145053,1799246,1256338,542908,6.94,8.61,6.41,11.33
2023-10,2023,Oct,Tamil Nadu,Ahmedabad,Yes,35-44,Postgraduate,Upper Middle,25120527,23471987,1648540,1001384,647156,6.56,6.43,5.97,12.52
2023-11,2023,Nov,Tamil Nadu,Non-Metro,No,25-34,Postgraduate,Lower Middle,25977108,24328037,1649071,1072592,576479,6.35,6.29,6.40,9.21
2023-12,2023,Dec,Tamil Nadu,Bangalore,Yes,25-34,No Formal Education,Rich,25968690,23768375,2200315,1272279,928036,8.47,10.38,6.89,12.82
2024-01,2024,Jan,Tamil Nadu,Delhi,Yes,55-60,Undergraduate,Upper Middle,26921733,24716922,2204811,1249887,954924,8.19,7.50,6.58,10.56
2024-02,2024,Feb,Tamil Nadu,Mumbai,Yes,25-34,Secondary School,Upper Middle,25336676,23873844,1462832,955628,507204,5.77,7.69,4.82,11.16
2024-03,2024,Mar,Tamil Nadu,Non-Metro,No,25-34,Secondary School,Poor,25184461,23324027,1860434,1024819,835615,7.39,7.06,7.03,13.21
2024-04,2024,Apr,Tamil Nadu,Hyderabad,Yes,25-34,No Formal Education,Rich,26170403,24630368,1540035,937937,602098,5.88,6.28,6.21,9.23
2024-05,2024,May,Tamil Nadu,Ahmedabad,Yes,18-24,No Formal Education,Poor,26463563,24867614,1595949,914315,681634,6.03,5.88,6.55,8.23
2024-06,2024,Jun,Tamil Nadu,Mumbai,Yes,18-24,Primary School,Lower Middle,25908358,24020459,1887899,1143123,744776,7.29,8.88,7.37,11.79
2024-07,2024,Jul,Tamil Nadu,Mumbai,Yes,18-24,Higher Secondary,Rich,26313823,24595459,1718364,1061536,656828,6.53,8.41,5.31,11.26
2024-08,2024,Aug,Tamil Nadu,Non-Metro,No,55-60,Higher Secondary,Upper Middle,27332781,25637771,1695010,1100940,594070,6.20,7.41,4.21,9.24
2024-09,2024,Sep,Tamil Nadu,Delhi,Yes,45-54,Higher Secondary,Upper Middle,26539319,23632642,2906677,1731152,1175525,10.95,10.08,9.60,16.84
2024-10,2024,Oct,Tamil Nadu,Chennai,Yes,45-54,Primary School,Poor,27433625,24253309,3180316,2061605,1118711,11.59,10.90,9.93,15.89
2024-11,2024,Nov,Tamil Nadu,Non-Metro,No,55-60,Secondary School,Lower Middle,27430112,25834129,1595983,981789,614194,5.82,7.32,5.19,10.19
2024-12,2024,Dec,Tamil Nadu,Ahmedabad,Yes,25-34,Undergraduate,Rich,25569958,23143349,2426609,1569742,856867,9.49,9.76,7.54,12.76
2020-01,2020,Jan,Telangana,Delhi,Yes,45-54,Primary School,Rich,37889801,36807771,1082030,634792,447238,2.86,4.60,1.55,5.34
2020-02,2020,Feb,Telangana,Bangalore,Yes,25-34,Higher Secondary,Lower Middle,37203311,34751563,2451748,1535233,916515,6.59,7.96,5.99,10.86
2020-03,2020,Mar,Telangana,Delhi,Yes,35-44,Undergraduate,Upper Middle,38581738,35657314,2924424,1646089,1278335,7.58,9.36,7.97,12.15
2020-04,2020,Apr,Telangana,Non-Metro,No,18-24,Secondary School,Upper Middle,40237832,36284286,3953546,2430689,1522857,9.83,10.48,9.64,14.65
2020-05,2020,May,Telangana,Chennai,Yes,18-24,No Formal Education,Upper Middle,38472202,36677926,1794276,1170275,624001,4.66,4.79,3.48,7.02
2020-06,2020,Jun,Telangana,Delhi,Yes,45-54,Higher Secondary,Rich,40428343,36778742,3649601,2474307,1175294,9.03,8.10,8.74,13.05
2020-07,2020,Jul,Telangana,Delhi,Yes,25-34,Postgraduate,Rich,38445261,35539063,2906198,1823449,1082749,7.56,6.78,8.54,12.18
2020-08,2020,Aug,Telangana,Non-Metro,No,35-44,Postgraduate,Upper Middle,39301052,35636076,3664976,2436566,1228410,9.33,9.24,9.33,14.15
2020-09,2020,Sep,Telangana,Kolkata,Yes,55-60,No Formal Education,Upper Middle,37492937,36101653,1391284,849357,541927,3.71,4.26,4.09,7.44
2020-10,2020,Oct,Telangana,Pune,Yes,45-54,No Formal Education,Lower Middle,39011394,36444061,2567333,1791878,775455,6.58,6.61,5.97,12.17
2020-11,2020,Nov,Telangana,Bangalore,Yes,18-24,Higher Secondary,Poor,40421928,37262515,3159413,2202375,957038,7.82,8.78,5.98,11.07
2020-12,2020,Dec,Telangana,Bangalore,Yes,55-60,Higher Secondary,Rich,37764308,35289496,2474812,1576520,898292,6.55,8.22,6.55,11.02
2021-01,2021,Jan,Telangana,Bangalore,Yes,18-24,Undergraduate,Rich,38804208,37220745,1583463,1060751,522712,4.08,3.14,4.28,7.75
2021-02,2021,Feb,Telangana,Chennai,Yes,25-34,Postgraduate,Lower Middle,39235546,35781215,3454331,1959308,1495023,8.80,9.85,8.72,14.33
2021-03,2021,Mar,Telangana,Kolkata,Yes,35-44,Higher Secondary,Lower Middle,38152834,34411279,3741555,2438473,1303082,9.81,11.14,9.98,12.04
2021-04,2021,Apr,Telangana,Non-Metro,No,35-44,No Formal Education,Rich,39455295,36351518,3103777,1767689,1336088,7.87,7.20,6.23,12.24
2021-05,2021,May,Telangana,Bangalore,Yes,35-44,Undergraduate,Rich,39299271,36757290,2541981,1545973,996008,6.47,8.21,6.74,11.76
2021-06,2021,Jun,Telangana,Ahmedabad,Yes,35-44,Undergraduate,Upper Middle,38026750,35432313,2594437,1529513,1064924,6.82,6.52,6.29,10.39
2021-07,2021,Jul,Telangana,Hyderabad,Yes,45-54,No Formal Education,Rich,39117576,36200262,2917314,1724938,1192376,7.46,7.86,7.19,11.00
2021-08,2021,Aug,Telangana,Kolkata,Yes,18-24,No Formal Education,Poor,37674781,35601171,2073610,1260429,813181,5.50,7.31,5.84,8.11
2021-09,2021,Sep,Telangana,Mumbai,Yes,45-54,Undergraduate,Upper Middle,41039746,37436745,3603001,2263778,1339223,8.78,10.40,8.94,13.35
2021-10,2021,Oct,Telangana,Chennai,Yes,25-34,Higher Secondary,Lower Middle,39391168,35823887,3567281,2348860,1218421,9.06,8.18,8.49,13.45
2021-11,2021,Nov,Telangana,Chennai,Yes,45-54,Secondary School,Rich,38439801,35915683,2524118,1601349,922769,6.57,6.06,5.09,11.94
2021-12,2021,Dec,Telangana,Non-Metro,No,25-34,Primary School,Lower Middle,38292209,35939882,2352327,1545958,806369,6.14,5.96,4.62,8.35
2022-01,2022,Jan,Telangana,Ahmedabad,Yes,25-34,Higher Secondary,Poor,37513156,34302080,3211076,1883955,1327121,8.56,7.70,6.74,14.33
2022-02,2022,Feb,Telangana,Non-Metro,No,55-60,Primary School,Upper Middle,40505569,38559349,1946220,1317086,629134,4.80,6.19,3.60,9.22
2022-03,2022,Mar,Telangana,Non-Metro,No,18-24,Undergraduate,Lower Middle,38924377,35269990,3654387,2199892,1454495,9.39,9.84,8.04,13.80
2022-04,2022,Apr,Telangana,Chennai,Yes,25-34,Higher Secondary,Upper Middle,39365536,35585577,3779959,2294439,1485520,9.60,9.49,9.89,14.58
2022-05,2022,May,Telangana,Hyderabad,Yes,18-24,Higher Secondary,Lower Middle,40106008,36637103,3468905,2114707,1354198,8.65,9.57,7.17,13.38
2022-06,2022,Jun,Telangana,Non-Metro,No,45-54,No Formal Education,Poor,38851401,36843587,2007814,1282449,725365,5.17,6.33,5.01,7.77
